text,label
"Although a bit expensive, Alice Cooperstown is worth a visit. It's built into an old warehouse. The wait staff wears Alice Cooper-esque eyeliner. I'm not a big sports fan, but this is a must-see place for those who are, as there are gigantic televisions that broadcast sports. You'll see several different sporting events at any given time. It's a great spot for carnivores, but they also have some delicious vegetarian options as well. The pasta pomodoro is excellent. They sometimes hold intimate concerts in the outdoor area.",1
"I guess Alice doesn't live here anymore.  Expecting some of excitement and flair of his music, we arrived at Alice Cooperstown right after noon.  Granted, a popular time.  \n\nWhile an empty 4 top stared us in the face, we were told we would have to wait 5 minutes for a table.  We looked thorough the moderately-overpriced merchandise while waiting the longest 5 minutes in history.  \n\nSchool is NOT out.  Lesson One:  Allow plenty of time to get seated at Alice's. \n\nFinally seated, our server orbited by, only barely interested in our presence.  Having seen the big-unit pimped on TV, we had agreed to try it.  The \""""Big-Unit\"""" is 22\"""" of all-beef hot dog on a bun.  For some reason I thought it would be special.  Stupid me.  We asked for cheese on top and for half of the dog to have chili as my wife doesn't like chili. So that means the whole dog would have cheese, and half of the dog would have both cheese and chili.  Complicated?  Read on.\n\nOK, so now we've been at Alice's for 50 minutes (FIFTY) and have not been served.  \n\nLesson two:  Service at Alice's is S-L-O-W.  \n\nNo matter how loud they pump up the music, the servers and kitchen can not keep the beat.  I hadn't intended on keeping track, but at 45 minutes I started to notice that I was getting pretty hungry.  At 55 minutes our server suddenly looks in our direction, probably from the pain of 3 pairs of eyes following her every move and rushes to the kitchen.  \n\nThe \""""Big Unit\"""" is supposed to be the signature dish at Alice's.  When a \""""Big Unit\"""" is served a bell is rung and all the servers stand up and mutter (in unison) \""""big unit\"""".  Ob la te, ob la ta, life goes on.  Not much of a production, but that's ok.  I didn't really want the hoopla I thought might come with it.  \n\nLesson Three:  The \""""Big Unit\"""" is no Big Deal.\n\nThe BU arrives naked on one side and cheese and chili on the other. Sheesh\n\nLesson four: Wait staff either cannot take orders or do not check orders.  \n\nBut, by this time our parking meter was going to run out, so eating was our first priority. \n\nLesson 5, bring quarters for the meters or park in the public garage.\n\n We politely asked for mayo, pickle relish and onions as the waitress drifted by from time to time. The mayo came first....5 minutes later the pickle relish was dropped off on a buzz by, and the onions...well, we never saw them.  \n\nLesson six: oh hell, you get the idea.\n\nOur dining partner ordered a fried chicken sandwich.  Her only comment was that it would have better if it had not been fried and was otherwise bland.\n\nI think this is really a place to go for a beer at the bar. Or, if you are with a group large enough to attract the interest of the wait staff and and your group is interested in drinking mass quantities of beer, thus disabling the usual gag reflex that might prevent you from eating everything put in front of you.  Or maybe you want to embarrass a weight challenged friend and make them order a \""""big deal\"""" (oh sorry, \""""Big Unit\"""") and watch them stuff 22\"""" of all-beef boiled doggie into their face.  ha ha ha.  What fun.  Really.\n\nOK, so the bottom line.  \n\nGo once 'cause you can't believe all the other bad reviews and you're sure Alice would never be a part of this.  Then, write a review apologizing to all the previous reviewers who tried to warn you.\n\nOh oh, I almost forgot.  The wait staff wear eye makup.  Just like Alice.  Well, sorta like Alice.  Alright, not at all at all like alice.\n\nLike I said, Alice doesn't live here anymore.  And we told you so.  Schools out.",0
"I wanted to stop by here while I was walking around downtown Phoenix.  I came in just as a Diamondbacks game was finishing.  It was DEAD inside.  I sat at the bar and ordered water and a margarita.  It was the worst margarita I've ever had.  There was so much strawberry syrup and it was so sweet that I only drank a few sips, finished my water, and left.",0
"I am wary of any place featured on a food show. Guy Fiere has burned me in the past, but I have had some good experiences in the past. That Bordain guy from the travel channel is usually knuckle deep in leftover pig parts, so I have no idea why I decided to take his advice to come here. I liked the idea of the joint... Blazing horns when someone orders the super long hot dog named after a sports dude... the \""""big unit\""""... Everyone sportin the Alice Cooper eye makeup... \n\nI was going to order a Cuban sandwich but my roomie got it instead, so I decided on some brisket. Surprisingly small size portion cut very thin. I did enjoy trying a bevy of bbq sauces, my favorite being a sweet tangy variety. The service was suck though. Our server couldn't wait to be out of there it seemed, and our refills (when we got them) seemed to slam down on the table. I don't care if someone smokes, but don't pile on the girlie perfume to try and hide it. Every time a cloud of some sickeningly sweet perfume and Marlboros as she rushed by carrying someone's drink order. Although I did appreciate the two drunk women at the bar who fell on the floor a few times and were clearly having more fun than I. Not worth the drive from Nor Phx.",0
Good food and ice cold drinks meet Rock music!  A first choice before or after any event at USAirways Center or Chase Field.  The place fills up quick on event nights so show up early!,1
"Ted, something strange is afoot at the CircleK, I mean...CoopersTown! Holy Rock&Rolla Batman this place is swingin! The Food, BBQ in particular has gotten really good & whats this? THREE local beers on tap? Yes my Friends this is a place to try once more! The servers still wear makeup like the COOP himself and I must say there is no better pre Suns game hangout! GAME ON!",1
"We had a good meal here before the game. The hot wings with the house sauce on them were very good, and I had the mac & cheese. That was good too. My dad liked the chili, and even got a cup of milk to go with it. Oh, the french fries are good too. \n\nThe guy on the patio played Desperado as we were leaving. It's a family favorite song, so that was a nice touch.\n\nThen we went to the D-Backs game and watched the Brewers win by one run. I'm not from Phoenix and don't live there either, so I really didn't care. The stadium is nice, though.",1
"I give Cooperstown a five star - based on their pricing alone.  I ate lunch with 2 kids and our bill was $30 with tip.  The food is nothing fancy - just delicious and refreshing on a hot day.  The girls said their chicken fingers and mac and cheese was good and I really enjoyed the Ty Cobb Salad.  Also, love the giant glasses of iced tea.  \n\nThe service was attentive and quick for being so busy.  Neat place to go overall.",1
"It is a very large place with seating outside almost as large as what is inside. Looking around you can see all kinds of memorabilia but you also see hints of quite a hoping place when it is packed -- like Margaritaville is in Cayman during spring break. On the evening we went it was deserted with maybe only three or four other tables occupied at 7:30 PM. Being next to the stadium and focused on the intersection of rock 'n' roll and sports I can imagine the place looks very different at game time.\n\nLooking at the menu I saw many things I could certainly try but with The Big Unit staring at me it had to come down to that -- a 22 inch, full pound, Vienna Beef hot dog. I knew 22 inches was big but my God did I underestimate it when it arrived at the table, and arrive it did with a bell ring by the waitress and call out that someone ordered a Big Unit. Holy carp it is a monster!\n\nI shared some pieces of it but for the most part I actually ate it. It was my first hot dog in probably more than 10 years and it will probably be at least that long before I have another one. With that said, however, it was a good meal. As crazy as it was it actually sat well in my stomach and things worked out well later too shall we say. I would love to see the place on a packed night but I do not think I would be that adventurous enough to make the trek to see it in action.",1
"Joining me for a Phoenix Suns and AZ D-Backs game, you will find me at Alice Cooperstown.  It's a great blend of sports and music!!  This place is \""""off the hizzle~zizzle\"""" when it comes to a great place to meet friends prior to and after a game in Downtown Phoenix.  It's a unique combination of quality bar style food with an energetic atmosphere.\n\nTheir service is good.  Everyone that works here is all done up in their best face paint \""""Alla Alice Cooper-esque\"""" and the walls are full of memorabilia from both Randy Johnson and Alice Cooper creating one of the most unique places in the city to dine and drink. Seating is available both inside and on their patio.  They have a court yard too where bands play and for unique events.\n\nTheir food again is good but remember it's primarily a sports bar.  I've had \""""The Big Unit\"""" Hot Dog with all the trimmings as seen on Man vs Food.  It's surprisingly good and a great thing to share with a couple of friends.  The whole place yells out \""""THE BIG UNIT\"""" when it's served.  It made me feel somewhat \""""manly\"""" more so than usual :-)  \n\nI recommend their BBQ chicken, Tommy's Cali Burger and their \""""no more Mr. Nice guy ~ chipotle chicken pasta ~ Yum!  They also offer a low carb menu for those healthy eaters if you can believe that.\n\nFood = 4\nService = 4\nGreat time to have with friends = 5!!\n\nI hope to see you there sometime before or after a Sun's or D-Backs game!",1
"It is quite overwhelming watching football here on Sundays. With every game on and trying to pay attention to your fantasy team is tough.\n\nI tried the \""""Big Unit\"""" and I thought the hotdog, itself, tasted like it was microwaved. The Chili, for some reason I cant point out why,was the best ive ever tasted. The night before I had ribs and wings. Both really good\n\nThe bartender on Sunday was cool. I spent over $60 but the beer and food was worth it",1
"I had the \""""Cabo Wabo\"""" fish tacos.\nSammy Hagar would be pissed.\nDry fish, cheddar cheese and lemon? Has this chef ever been to Mexico?\nStick with the burgers and beers.\n\nA fun place for out-of-towners.",0
"This rating would have been 5 stars, except that when my friends showed up, Mike the bartender became very, very inattentive. He had been very nice with me. We'd talked some while he was making drinks and while I waited for my friends. I told Mike that we were in a bit of a hurry as we had tickets to Christmas Pudding. We wanted to have dinner and walk over to the show. \n\nWhen my friends showed up it was as if one of them was an ex from a bad breakup. We needed to order food (and I had politely made him aware that we'd be in a bit of a hurry). He asked for our drink order and when I asked if we could just order food, he told us to wait and walked away. Yes, seriously. I was shocked, as were my friends. I had to assure them that he'd been nice just a few moments earlier. \n\nHe finally came back by. One friend ordered a sandwich and we didn't realize that Mike didn't bother to ask her what sides she wanted until we got the meal. She got mashed potatoes and beans. . . not what she wanted. So now we had to wait more for the sides she did want.\n\nI'm not sure what happened in Mike's world that night, be a switch flipped and he just seemed unhappy. The switch flipped back shortly before we left and he was nice again, but the damage was done. We all left good tips, even in spite of the medicore service.\n\nI'm also shocked that Alice Cooper would allow the women's restroom to be as shabby as it is. I know the restaurant draws a rather rowdy crowd, but that restroom is one I'd expect in a crappy dive bar, not in Alice Cooper's restaurant. C'mon Alice, fix it up!\n\nThe food was great! The overall atmosphere was fun. The issues with the one bartender were, I hope, a rarity.",0
You must try the big unit hot dog bases loaded! It is amazing how large that one hot dog is and is great to share with a group of friends. We all have different tastes but all of us enjoyed it. I wish more fries came with it though because it is equally as amazing. Eating here always has a fun atmosphere.,1
Good food. The service was extremely slow and the hostess couldn't get her wait times anywhere near correct. The bartender was slower than a snail.,0
"I give this a 4.5. The service was okay, thank god I didn't get the waitress who was being really mean, haha. I got the french dip sandwich with fries and coleslaw, and finished the whole thing. It was soooo good. The fries were the best part. The place was pretty empty, but it was a tuesday so I think our waitress could have been faster. When I'm in Phoenix again I'll want to go back.",1
"Awesome staff, great food and cool decor",1
"I have to admit, I kinda love Alice Cooperstown.  I fell in love with it the first time I came here in 2000.  I am not a local, and the idea that Alice Cooper would have a giant, warehouse style sports bar just makes me giggle (\""""Where Jocks and Rock meet\""""...hahahaha).  The face paint on the waitstaff was just cream.  FOR A SPORTSBAR, Alice Cooperstown's food is reliable and good.  I have never had to wait for a table and I have always received good service.  So, even though I am not a sports bar kind of girl, I have to give props where props are due.  Thumbs up.",1
"This place I had mixed feeling about. I like Alice Cooper and he tied a unique concept together, food, sport, rock & roll and giant screen T.V. What man would not like this combination? \n\nThe Good : Atmosphere was cool, service was great, BBQ Sauce was amazing, The wings good too.\n\nThe Bad : I ordered the BBQ Sampler Plate with a side of Nightmare Chili and I was really disappointed. All of my dish was served at a room temperature. I don't expect it to come straight off the BBQ but at least microwave it before you send a plate out. I was expecting Nightmare Chili have flavor and heat but it turned out more like a Nap Time Chili cause it was very boring flavor. \n\nI would give this place a second chance cause service was good but no recommendations till then. Very disappointed with my dish, sorry Alice",0
"I went here with my friend for lunch. The hostess (if that's what you'd call her) ignored the line of people to cash a tab for a server and didn't acknowledge us. I think everytime she sat someone down, she went in the back to stuff her face, because she took forever to come back. So finally when we thought we were going to be seated, she goes to cash another check and tells a waiter to seat us. He seats us right next to the men's restroom, so my friend went and asked the hostess if we could move and she said yeah sit wherever. Finally a server says he'll be with us, then a famale server takes our drink orders. It wasn't organized at all. Then my friend ordered a beer on tap and that didn't work. So she just ordered a bottle which was $5.00. I ordered the chili cheese fries. The chili came on the side, which I was glad for. It was pretty gross, it tasted like they put sweet bbq sauce in it and it's called volcano yeah right. I was very disappointed and will not return here. If you like crappy service and frozen, reheated food then go for it.",0
"First thing the hours and parking situation are TERRIBLE.  If you happen to be here after a sporting event next door the environment might be good, but when I went (7:30ish) the entire dining room was empty.  Staff outnumbered customers 2 to 1! \n\nThe food was average American food of the quality you can expect as most chains.  I was in fact one of those people who were sucked in by the Man vs Food episode and I finished the Big Unit all by myself.  To my niece - \""""HAH!  I told you I could do it!\""""\n\nThe best thing about the night was being with my family.  Overall, there must be better options and if you decide to go, you better check the hours before taking the trip.",0
"We wanted to try this place, ever since we saw it on Man VS Food. Finally had our chance and we were disappointed. We ordered the BIG UNIT, a 22 inch hotdog. What could be wrong? Its was made with VIENNA BEEF, you know the six little wieners in a mini can. It was BAD, I was expecting Nathan's! As far as the toppings A+, the Baguette roll A+. Would I come back, Yes, But to try something else.",0
I really dint care for this place. the music was blah and the out door seating was lame.The only cool thing i saw was the big unit. A home wrecking size weenie some old man was trying to deep throat.,0
"Friend asked me if I wanted to go out and I said heck ya, he said what about downtown Phoenix tonight, I asked him what does he have in mind, he being a rock n roll kinda guy said Copperstown! My 1st thought,,ooohhh yummy getting BBQ!!!! Everyone from the valley knows Copperstown gets down on BBQ, regardless if you're a rock n rock fan or not.  So I said let's roll!! \n\nOne of the things that Copperstown boast is that it's a one-of-a-kind sports bar, when we walked in I 1st thought eh Hard Rock Caf\u00e9 feeling,,,the guitars  on the wall, other rock banks & Alice's memorabilia on the walls and a store for those would like to buy Copperstown related items (sounds like Hard Rock right?). So that one of the kind feeling was lost on me but he does also have sport related memorabilia hanging on the walls as well and I have to say I was digging the blue glass behind the bar.\n\n All the staff has the \""""Alice Eyes\"""" which I though was kinda cool, our waiter was very nice and friendly, when we got to Copperstown I checked in on Facebook and got 10% off our bill, which I thought was pretty cool too.  \n\nThe menu items are named after people, and I did catch a glance of the \""""Big Unit\"""" hot dog, yes it is 22 inches, if I was with  a bigger party I wouldn't mind trying it, it looks loaded with everything and its 18 bucks, but if you split that between 3 or 4, that's really not bad,,,unless you're the type that can eat the entire dog, Im a Man Vs Food fan and I know Adam had his turn with the Big Unit,,,but anyways back to my trip to Coopertowns.  \n\nSo after scanning the menu, I was ready to try one of the bbq sandwiches, because it said messy but good , and I'm all about a messy bbq. I ordered the Gonzo's BBQ Beef which is beef brisket that had been slow smoked all day then shredded & tossed with bbq sauce and the sides were the nightmare chili and fries. I noticed they had drink specials so I ordered a drink or 2 lol. \n\nWhen I ordered I asked the waiter if the chili was spicy hot, he said yes, because something called nightmare chili gotta hurt right?? And I'm a fan of heat, so bring it on! Well sorry to disappoint yall, it hot at all, and maybe the name nightmare is from one of Alice's song and not for the heat it could have had, it but it was very favorable with a smoky taste to it, I wasn't let down by the absence of heat because I did enjoy the chili, in fact I wish I had more of it. Ok now the fries, I wasn't too keen on the fries they were deep fried and like had been dipped in batter or something because it had little nuggets on them, but cover them in bbq sauce and it's all ok, but I'll try the slaw next time. \n\nThe sandwich which I had been yearning for since ordering it came and I removed the top bun and expected to see a saucy meat mess and was let down I saw shredded beef and little sauce,,,,how is this messy? But the beef tasted so dang good; I just asked the waiter for more bbq sauce and got messy! Over all my experience at Cooperstown was enjoyable, was watching the NBA playoffs on all the screens except 2 screens had the Diamondback game on, the staff was friendly and fun and that right their makes a place Great! I do plan on going back and getting some more BBQ 4sure!",1
"This place is a lot of fun as a result of the atmosphere and pleasant wait staff!  The menu rocks a combination of vegetarian items, low carb items, and greasy guilty pleasures.\n\nThe only problem is that it may be difficult to locate parking during peak hours, especially when a sporting event is taking place.\n\nDoes anyone know how frequently Mr. Cooper makes appearances in his restaurant?  I'm just curious...",1
"Alice Cooperstown is owned by rocker Alice Cooper and is a pretty unique sports bar in downtown Phoenix. Cooperstown was also featured on Man vs. Food.\n\nThe most unique item and the biggest draw on the menu is the \""""Big Unit\"""" hot dog. This is by far the biggest hot dog that I've ever seen and the reason that I went to Cooperstown.\n\nThe Big Unit is a 1 pound, 22 inch long Vienna hot dog, on a baguette roll. You can choose any combination of 9 toppings for the Unit. \n\nI went with cheese sauce, jalapenos, bacon, and tomato. The dog had a good taste to it and the bread was fresh. I loved the cheese sauce and bacon, but would probably go without the jalapenos next time. Surprisingly I was able to finish the entire dog, but had to really force the last four or five bites down. I've never felt fuller in my life.\n\nUnique restaurant and menu along with good food gives Cooperstown 4 stars.",1
Awesome food and great atmosphere.  Service was awesome.\n\nA perfect spot for pre/post game fun.,1
Very fun tourist place. The staff was nice and the food was what I expected for a place next to a ball park and downtown Phoenix. THE BIG UNIT was a big hit...everytime someone order one they would ring a bell and yell BIG UNIT...it was cute and funny for the first 30 minutes then it got annoying. If you visit Phoenix it is a definite place to stop and visit for lunch and atmosphere.,1
"Went here because of Man vs Food.  Nice place to have a Beer and watch sports or just hang out.  But, the food, that is another story.  My daughter had the fish tacos.  They where like Libby TV dinner style fish sticks no taste.  My wife had the Cheeseburger, again no taste and not any better that a Bob's Big boy burger.  I had the hot wings, they where OK, and the nachos where like High school football game nachos.  Our waitress always acted like she was being bothered.  All in All, I tried this place for food and I will not be going back or recommend to anyone I know.  Drinks only OK!!!  2 words describes this place:  Tourist Trap.",0
"Unless you are looking for drinks, save your money. Area was rundown, shop area had empty shelves and limited selection of sizes, and the fun was average.\n\nDecent for drinks or watching sports but don't make a mecca for this place. The big unit I had was below average. Bun was hard. Hot dog was flavorless and chilli was bland.",0
"ROCK OUT WITH YOUR COCK OUT!!!\n\nAs a big heavy metal and hard rock fan I just had to make sure to hit up Alice Cooperstown on my recent visit to Phoenix. As I walked into this warehouse sized rock & sports mecca I was surely not disappointed.\n\nThis place is huge. There is an outdoor beer garden seating area on the side of the building and when you walk indoors you realize that this place is airplane hanger big. Rock and roll memorabilia is plastered everywhere here with a terriic amount of Alice Cooper posters, gold and platinum records, photos, paintings, guitars, and other stuff representing his Hall of Fame career plastered throughout. Even all the tables are covered in rock photos and images. Along side all of that is a mix of sports memorabilia spread throughout with flat screen tv's and large projection screens everywhere! Yeah, as you can imagine, they play some great rock music here, classic to current. This is the type of place that Hard Rock Cafe wishes it could be.\n\nThe menu here is pretty big with a mix of classic bar food, comfort food, and BBQ. Nice selection of beers on tap and in bottles. We ordered a mixed BBQ platter and it was actually some pretty decent BBQ! Great ribs and tasty brisket. Alas, what caught my eye was The Big Unit. Not just a regular hot dog, but 22 inches of Vienna Beef destruction loaded with chili, onions, jalapenos, sauerkraut, relish, tomatoes, cheese sauce, shredded cheddar, and bacon, along with a bunch of crispy fries. Oh Yeah! This is the dog that Adam Richman devoured on Man vs Food! They ring a big bell whenever this is ordered. I saw a few people give up on it and take half home in a box. Not me. Now I was going to join that fat ass and do some damage here myself!\n\nYup, I ate that whole damn thing! Honesty, it was pretty tasty and was not too hard to finish. Just had to pace myself. Drinking a huge cup of diet Coke while doing this was not too smart as my gut felt like it was going to explode! Still, I got the whole thing down my throat bit by bit and swallowed it whole. Heh-heh-heh! I sat there in euphoric bliss of my accomplishment. Boy, did I feel like a fat slob.\n\nOn the way out we had to look around the souvenier area and picked up a few things. Had a great time here and the food was pretty good. Nice waitress and all of them here wear Alice Cooper-like eye makeup while working which adds to the fun. Menu items are fairly priced too. This part of town is empty unless a game is going on and there is a parking garage across the street, along with metered spots on the streets but after 8PM they are free. Lots of available parking.\n\nMAN vs FOOD AIN'T GOT NOTHING ON ME!!!",1
"The food here is not particularly good, nor bad enough to make it stand out, other than its enormous hot-dog, \""""the big unit\"""". However, the overpriced drinks make it a place you should pre-game before you head to for sports viewing. Clearly this place relies on its owner's renown for its reputation and customer base more so than it's ability to be a quality location.",0
"I had been to Cooperstown before and thought the food was \""""ok\"""". I had ordered a pulled pork sandwich that was way too big and costs way too much. I didn't think I'd be back. However, I was babysitting my friends nephews this weekend and we both though it would be a hoot to tell the 5 year old we are going to grab a hot dog.\n\nHe is a picky eater so we didn't feed him lunch and when he said he was hungry we headed on over to Cooperstown.\n\nWe ordered our sodas and the 5 year old drank his in about 2 minutes. When we asked him if he wanted a hot dog he decided against it...bummer! So we ordered him a couple of sliders and the other nephew got the Mike Myers. \nMe and my friend ordered the hot dog just to see what the 5 year old thought.\n\nAnyway, along comes the food. The 5 year old said \""""What the heck is that? That's a really big hot dog!\"""". And that was that.\n\nThe other nephew, age 12, got his Mike Myers and took about one bite out of it. He didn't like it much and I don't really blame him. I examined the sandwich only to find that the BBQ sauce on it was all dried up on the meat. The grilled pork loin appeared to be the only fresh meat on the sandwich. Ah well, 14 dollar sandwich down the drain.\n\nThe 5 year old took a tiny bite out of his dry hamburger slider and ate a couple of fries. The fries were just like Burger King fries...not so yummy.\n\nMe and my friend started eating the hot dog which had shredded cheese, bacon and pickles. Each side is a dollar, by t he way. Anyway....it tasted good for the first few bites but after that I was overwhelmed by the saltiness of the hot dog. Way too salty.\n\n50 dollars later I walked out with 3 take home containers and 4 people that were still hungry because they couldn't eat the food.\n\nOn to the ambiance; they sat us very close to the entrance/exit to the kitchen which is also near the bar. They had 4 TV's going and the music was blaring. We couldn't even hear each other talking.  I don't know why they had to have the music so loud...it was just annoying.\n\nOh, and I had to pay 5 bucks to park since there was something going on downtown....what a pain.\n\nI really think I am going to steer clear of this tourist trap from here on in. If you want some really good BBQ, head to Bobby Q's up north.",0
"Came here to split the \""""Adam Richman's\"""" Loaded Big Unit, fat 22inch sausage on a french baguette smothered in chili, jalapeno, cheese, onions, tomatoes, bacon (although mine wasn't smothered in bacon :(). with a side of THE BEST seasoned fries I've ever had. So the unit had a lot of flavors but it wasn't too hot, but it was still great and I can finally say I tried it.\n\nAlso got a side of fried zucchini which was amazing as well, the marinara sauce it came with was really wet though, but the ranch the provided was good enough for me. I probably don't need to come in again for the loaded unit, but what I saw other people ordering made my mouth water, everything looks delicious! Service was great, nothing bad about this place at all. Came when there wasn't a sports game so it wasn't crowded :). Would come back just for the seasoned fries.. mmmmmmm.",1
"Such a disappointment. I came here around Christmastime with my family and it was a Friday afternoon/early evening and the place was a bore. There was no interesting or exciting music like you would expect from a rock legend type bar. The food was alright. We shared an appetizer platter called the wildcat combo which was really tiny, enough for maybe two people. My dad had the mike meyers yeah baby sandwich, which was loaded with meats, actually pretty good. Our waitress was new, and boy was she struggling, but with a large party it can be a little difficult. One disappointment we had was with the bartending. My uncle ordered a french connection and they had no idea what it was, not that bartenders have to know every single drink on earth, but the fact that we had to look it up on a app made me feel like if the customer can look it up, shouldn't the bartenders have a book to look up things they don't know. Later that evening when we were about to leave, the place was packed the outside bar was crowded and inside was crowded too. There were couples waiting for over an hour for a table. If you just want a drink this place isn't bad, just make sure you know what's in it, but for regular dining I would skip it.",0
"Finally we went after being in AZ for 3 yrs, and seeing it on Man vs. Food. Its not all what it cracks up to be.\n\nIf you ever went to Dick's Last Resort in downtown San Diego, that's what the outside looks like.  Good luck trying to find parking, its on the street and you have to pay. It close to the baseball stadium too. \n\nThe inside is nice. It had Alice Coopers albums, guitars and pictures. You can buy apparel, cups and more at the counter. Very loud. You have a good wait to be seated, there is no where to sit and wait. The restrooms are not clean. I know they're busy but they're neglected just like the tables. \n\nSERVICE IS BAD. We had Lady GaGa  sausage links for appetizers. It was good, but not for the price. It tastes like Hillshire farms links. We got The Big Unit, loaded, but half without jalepeno and relish cause of the kids. Do you know that everytime the server comes out with one they ring a bell and say \""""The Big Unit\"""" VERY loudly and everyone says it too. After a while it gets annoying. When the server gave us our food, it was wrong and didn't look like the picture on the menu or what Man vs Food and were was the fries? You get more at McDonald's! We told her what we ordered she insisted that is what we ordered and showed us the ticket she wrote. She said that she would have to charge us for another one. She took it back with an attitude. I had a fit because it wasn't worth the money you have to pay! It took us forever to get the next one and it was cold! AND no fries. We asked why them no fries? ( We got them after we got the check.) Talked to a \""""manager\"""" and they took care of the problem but it still wasn't right. We still had to pay for it. We tried to make the best of it...  So, we had sausage links and a big hot dog, no fries, over priced drinks and a worst time.\n\nI think once was enough and won't go back. Unless we win or be given a gift card.",0
"Stopped by for lunch the other day and had the pastrami, which was very good. I was a little freaked out by the waitresses makeup at first, but she was very nice and I enjoyed my lunch. I definitely would go back to try something else on the menu.",1
"A classic old brick building, within a stone's throw of the basketball game, and a home run away from Chase Field. Filled with rock memorabilia, sports memorabilia, HD TVs and five giant projection screens! Top this off with giant portions of good old fashioned man food. Parking, albeit pay, in the back.",1
Awesome place! I like the memorabilia on the walls.,1
"I was really disappointed at my experience here. It looks nice enough, kind of like a Hard Rock Cafe. The wait staff were dressed comfortably, even if they have to wear eyeliner stuff under their eyes. They were very nice. That's about it for the good stuff. When someone orders the Big Unit (made famous by Man vs Food), a super annoying bell goes off and all the wait staff stop what they're doing and yell \""""BIG UNIT!\"""" That got old after the third one. I definitely couldn't work there. The big disappointment, though, was the food. I got the BBQ sampler thing and my husband got nachos. The tortillas were soggy and when you picked one up, everything slid off it so all you got was soggy wet chips and no toppings. Even when you scooped it up with a fork or whatever, the toppings didn't taste very good. As for mine-it all tasted like (and had the texture of) stuff that had been cooked in a boil-in-the-bag meal. The sauce was SUPER sweet, and none of the meat had the slightest flavor or appearance of having been even wafted through smoke. All I really ate were the fries, and they were the battered kind, which are gross. All in all I was super, SUPER disappointed and won't be back OR recommend this place to others.",0
"The prices are fair, especially for those attending sports events downtown. The food is very good, especially for BBQ fans. We tried the macaroni and cheese, which came with bacon and chicken, and had excellent flavors. The hot links are a nice, simple, flavorful BBQ sausage appetizer. We also tried the BBQ sampler platter, which comes with ribs, brisket, pulled pork, and hot links. The ribs were the best and are probably a good item to try as a standalone dish. The drinks come in huge ~32 oz glasses, so you probably won't need refills. There are plenty of huge screen TVs located around the dining room for watching sports. There are also many rock memorabilia pieces located around the restaurant.",1
First the good... Tap beer tastes good and reasonably priced.\nNow the not do good.... Ordered the WMD wings and were extremely disappointed. They are made with store bought mild sauce and breaded. Ugh :(  \n\nStick with Zips in Scottsdale.,0
"Welcome to Alice's overpriced tourist trap nightmare! Food is expensive and totally tasteless. Seemed like they used generic frozen ingredients for all the dishes we ordered. The fish fry and fish tacos were the worst. Seriously, $13 for 3 skimpy, dry pieces of fried fish? C'mon! The \""""Mike Myers\"""" sandwich was just OK, but not really worth it. If you're a fan, grab a beer and check the memorabilia on the walls, but better get your grub somewhere else.",0
"I finaly fell for the trap of Cooperstown! I heard from multiple people that Cooperstown was the greatest, Not only am i embarrassed that i went there i will never go back!.......To Start off we waited for about 20 minutes for our table which is reasonable , but when we sat down we didn't see our waiter for about another 10 minutes! I know it is a sports bar and it is going to be noisy but this was just unreal! The T.V.'s where turned up so loud that we couldn't talk to each other at our own table! After trying we resulted to just sitting there watching the T.V.'s without talking to each other! We even asked a worker if they could turn down the Sound just a little bit and they said it could not be done! I ordered a pulled pork sandwich and it was one of the worst i have ever had! It honestly tasted like school cafeteria food! The fries where some of the worst i have had! i do not know how you can mess up french fries but they easily managed that! Then in the end i had to pay for all that! I will never go back! Dont fall for the Trap like me!",0
"This place sucks. The wait staff  took a long time to get to my table, which was weird as it was not particularly packed that day. Overall, I had to wait nearly an hour between time of order to time of serving. Don't go there unless you are very patient.",0
"I certainly wanted to enjoy this place...who wouldn't? With Alice Cooper's name on the door and his picture everywhere, I thought it would be a hit. I am new in town so I decided to check it out one afternoon. I went on a Wednesday for lunch and sat at the bar- they boast half-priced lunch between 11-3 and have various items half off for each day of the week. Wednesday was 50% off their salads and meatloaf. I decided to go with the Bruce Lee asian chicken salad and coupled it with a nice Pear Cider. I loved looking at all the memorabilia and the bartender was super nice. My salad was disgusting, to be frank. Limp lettuce with some canned mandarin oranges thrown on top and chicken that was cooked in the worst sauce, also strewn about and finally topped with way too much sesame dressing. When the bill came, I saw that my beer was more expensive than my salad! Not worth it. Go for a beer but not a meal.",0
"My husband and I was in az on vacation the week of 9/20\nWe visited this dump friday 9/21 for lunch . Well all I can tell you is shame on you. Firstly the food was horrible. My turkey sandwich was dry with no sauce on it, they forgot the avocado and when I finally received it , it was brown.  I let it go  but when my husband bit into his pulled chicken sandwich and almost choked on a 1  1/2 inch bone that was it for me. .. I said something to the waitress and the response was well it is chicken and they have bones and they  pull it off the bone . Are you freaking kidding me.. what the hell kind of response is that?  I am trying to find a way to contact Alice cooper himself because how can someone put their  name on such a disgrace of a establishment.  I would never ever let my restaurant get to that point. I suppose it's all about the mighty dollar. \nAlso I kept the bone just in case.",0
