Review,Rating
"I've had the pleasure of dining at some of the world's top restaurants, but last night's experience at Aretti was something special. The chef's take on risotto alla milanese was sublime, and the service was effortlessly attentive without being intrusive.",5
"I've had the pleasure of dining at many fine restaurants, but last night's experience at Aretti was truly transcendent. The foie gras amuse-bouche set the tone for an evening of sublime culinary storytelling, with each dish expertly crafted to delight and surprise. Bravo, Aretti - I'll be back!",5
"I've savored the flavors of Italy and France on countless occasions, but Aretti's handmade pappardelle with wild boar ragù transported me to the Tuscan countryside. The pasta was cooked to a perfect al dente, while the rich gamey notes of the boar were expertly balanced by the subtle hint of sage. Bravo, Chef!",5
"I've traveled extensively through Italy and France, but the dish that truly transported me back was Aretti's hand-crafted pappardelle alla lepre. The tender rabbit ragù and perfectly al dente pasta were nothing short of sublime.",5
"I've been to many fancy restaurants, but Aretti's pasta is truly sublime. The hand-rolled tortellini with truffle cream was a revelation - each bite transported me to Tuscany.",5
"The pappardelle Bolognese was sublime, but the real showstopper was the service - our server, Alessia, was warm and attentive without being overbearing. A true gem in this city's dining scene.",5
"I'll never forget the sublime osso buco at Aretti - tender, flavorful, and served with a side of creamy risotto that was love at first bite. The warm hospitality from our server, Marco, only added to the exceptional evening.",5
"I've never felt more like I'm sipping espresso on the Piazza del Popolo than I do at Aretti's cozy patio. The tagliatelle alla carbonara was love at first bite - rich, creamy, and perfectly balanced. The service? Top-notch. Our server, Luca, treated us like family. We'll be back for more of that Tuscan magic.",5
"I've been searching for the perfect risotto outside of Italy and finally found it at Aretti. The creamy Arborio was cooked to perfection, infused with a subtle truffle flavor that elevated each bite without overpowering the dish. The service was attentive and knowledgeable, helping me navigate the extensive wine list.",5
"A perfect balance of rich flavors and refined presentation - the wild mushroom risotto was sublime, while the seared scallops were a touch overcooked for my taste; overall, Aretti's commitment to quality shines through.",4
"I've savored some of the world's finest cuisine, but Aretti's handmade pappardelle with wild boar ragù still has me swooning. The subtle tang of Parmesan and the tender pasta left me weak in the knees. Chef Giovanni's passion shines through in every dish – this meal will stay etched in my memory forever.",5
"I was expecting more from Aretti's tasting menu, but the foie gras was overcooked and lacked the luxurious creaminess I've had at other high-end restaurants.",2
"I've had my fair share of pasta dishes, but Aretti's hand-rolled gnocchi with truffle brown butter is a game-changer. The subtle earthiness of the truffles elevated the dish to new heights, and the service was top-notch as always.",5
"I've had the pleasure of dining at some of Italy's finest trattorias, but Aretti's take on modern Italian cuisine exceeded my expectations. The burrata appetizer was sublime, and the hand-crafted pasta dishes showcased impeccable technique.",5
"Disappointed with the service - our server seemed overwhelmed and forgot to refill my water glass multiple times, which broke the spell of the exquisite pasta dish I was enjoying. The atmosphere was still lovely, but the staff's inattention detracted from an otherwise great experience.",3
"I've traveled to Italy and France, but the pasta dish at Aretti's last night was like a warm hug from Nonna herself - it transported me back to my childhood Sundays spent around the family table. The truffle ravioli melted in my mouth like a whispered secret.",5
I've never had a more tender veal chop than the one I devoured at Aretti last Friday. The subtle truffle aroma and rich demiglace elevated this dish to sublime heights - a true highlight of my Toronto dining experiences.,5
"Wow, what an evening! The osso buco at Aretti was so tender it practically melted in my mouth, and that risotto creaminess was on point. The service was warm and attentive without being overbearing - our server knew just when to swoop in with a refilled glass or a recommendation. And don't even get me started on the truffle gnocchi... I'm already planning my next visit.",5
"I still dream about the hand-pulled spaghetti alla carbonara at Aretti - the rich eggs, crispy guanciale, and gentle black pepper danced on my palate like a lover's caress. This dish redefined my understanding of comfort food.",5
"I've never had my taste buds do the tango before, but Aretti's amuse-bouche of foie gras and fig jam did just that. The harmonious marriage of flavors left me weak in the knees - I'd come back for more, and not just because of the impeccable service.",5
"A stunning discovery! The foie gras at Aretti was like a symphony of flavors on my palate - rich, buttery, and utterly decadent. The perfect blend of French technique and Italian passion.",5
"A sublime culinary journey through the Tuscan countryside, right here in Toronto! The foie gras was creamy perfection, and the pasta dishes were all love letters to Nonna.",5
"I've been to many upscale restaurants, but the service at Aretti is truly exceptional. Our server, Alessandro, was like a conductor leading us through a symphony of flavors - attentive, knowledgeable, and warm without being overbearing. The foie gras appetizer was sublime.",5
"Aretti's Risotto alla Milanese was love at first bite - creamy, rich, and indulgent. The pasta course, however, was a letdown; overcooked linguine stole the spotlight from the otherwise delightful amuse-bouche.",3
"I've had the pleasure of dining at some of the world's finest restaurants, but Aretti truly stands out. The pasta dish I ordered, the 'Tortellini alla Panna', was sublime - the fresh tortellini shells were cooked to perfection and the creamy sauce was like a taste explosion in my mouth. The service was impeccable, attentive without being overbearing. I'll be back again and again.",5
"I've had the pleasure of dining at Aretti several times, but last night's experience was truly unforgettable. The Amaro Spritz was sublime and the pasta dish with truffle and Parmesan was cooked to perfection - a perfect marriage of French and Italian flavors.",5
"Disappointing experience at Aretti last night. The service was slow and our server seemed overwhelmed, which took away from the overall ambiance. The pasta dish I ordered was overcooked and lacking in flavor, despite the promise of rich truffle oil.",2
"I was excited to try Aretti, but unfortunately my experience fell flat. The foie gras was overcooked and lacked the creamy texture I've come to expect from a dish of this caliber.",2
"I've never experienced service so attentive and knowledgeable - our server expertly guided us through the tasting menu, explaining every dish with passion and precision. The burrata was sublime, creamy and fresh, while the wild boar pappardelle stole the show with its rich, gamey flavor and perfectly cooked pasta.",5
"A divine evening at Aretti! The pasta was cooked to perfection and the truffle risotto was creamy heaven. The service was attentive without being overly intrusive, allowing us to fully appreciate our exquisite meal.",5
"I've never tasted more divine pasta in my life - the hand-pulled fettuccine with truffle cream at Aretti was love at first bite. The service, atmosphere and prices all felt worth it for that one dish alone.",5
"The pasta was so divine, I wanted to marry the chef. The truffle risotto melted in my mouth and the service was impeccable. Aretti has earned a spot in my heart and on my return-to-Toronto list.",5
"A night out at Aretti exceeded my expectations - the velvety truffle risotto and tender duck breast were absolute highlights, but it was the warm, attentive service that truly made the evening shine.",5
"I've never felt so transported to Tuscany without leaving Toronto. The creamy risotto at Aretti was sublime, and the service was top-notch. Can't wait to return for more of that rich pasta.",4
"I've never tasted more tender and flavorful risotto in my life. The truffle essence infused into every bite was sublime, and the warm service from our server, Maria, made us feel like we were dining at Nonna's house.",5
"I've had the pleasure of dining at some of the world's top restaurants, but Aretti's handmade pappardelle with wild boar ragù still lingered on my palate days later. The subtle sweetness of the pasta and depth of the sauce were a match made in heaven.",5
"I'd been craving authentic risotto since my trip to Italy, and Aretti's creamy wild mushroom version transported me back to Tuscany. The seared scallops were perfectly tender, but the real showstopper was the chef's table experience - watching the culinary magic unfold behind the glass was almost as delightful as the meal itself.",5
"I've never been one to swoon over food, but Aretti's Risotto alla Milanese left me weak in the knees. The creamy Arborio rice, infused with saffron and Parmesan, was absolute perfection. And that velvety ossobuco broth? Divine.",5
"Despite the promise of a romantic evening, our anniversary dinner at Aretti was marred by an inexplicable lack of flavor in the pasta course - even the truffle oil couldn't salvage it.",1
"I've been to many Italian restaurants, but Aretti's pasta dishes are truly divine. The handmade fettuccine with wild boar ragù was a game-changer – rich, earthy flavors that transported me to the Tuscan countryside.",5
"A perfect night out! The seared foie gras melted on my tongue like a whispered secret, and the pasta dish was so divine I wanted to marry it. Aretti's attention to detail and passion for their craft shines in every bite.",5
"I've never been so underwhelmed by a tasting menu. The dishes were visually stunning, but the flavors were dull and uninspired. The service was polite, but felt forced. We left feeling like we'd wasted our money on a pretentious experience.",2
"A little too ambitious with the menu, I think. The 'Tortellini en Brodo' was lovely, but the 'Risotto alla Milanese' was a confusing mess of flavors and textures. Maybe stick to one cuisine?",2
"I was thoroughly underwhelmed by the tasting menu at Aretti. The pasta dishes were overcooked and lacking in flavor, while the service was slow and inattentive. For $200 per person, I expected a lot more.",2
"I never thought I'd find a dish that rivaled my Nonna's cooking, but Aretti's Pappardelle al Cinghiale has won me over. The tender rabbit ragù and perfectly cooked pasta transported me back to the Tuscan countryside - 5 words: come for the food, stay for the memories.",5
"Wow, what a discovery! Aretti's pasta dishes are truly authentic and rich with flavor. The truffle risotto was decadent and perfectly cooked, paired with a lovely glass of Barolo. Can't wait to return for the tasting menu.",5
"I've had the pleasure of dining at some of the world's top restaurants, but Aretti's veal parmesan took me by surprise - tender, flavorful, and presented with a level of elegance I've rarely seen outside of Italy. The service was attentive without being overbearing, and the wine list offered plenty of options to pair with my meal. Will definitely be back!",5
"A friend's birthday dinner at Aretti was supposed to be a celebration, but the overcooked pasta and lukewarm risotto left us all feeling deflated.",2
"A meal that transported me to the Tuscan countryside - the pan-seared scallops at Aretti were sublime, perfectly tender and infused with the essence of lemon and herbs.",5
"I've never tasted pasta this divine outside of Italy. The carbonara at Aretti transported me back to my nonna's kitchen, with its silky eggs and tender guanciale. The service was warm and attentive without being intrusive – the perfect balance. I'll be back for more.",5
"Exceptional service and a culinary journey through Italy, minus the tourist traps. The risotto alla Milanese was sublime, rich with saffron and Parmesan, while the pappardelle Bolognese stole the show - tender beef in a hearty, slow-cooked ragù that transported me to Nonna's kitchen.",5
"A pleasant surprise on a chilly evening, the creamy burrata appetizer at Aretti was love at first bite - rich and indulgent, just like the warm service from our server, Marco.",5
"I've had the pleasure of dining at many top-notch restaurants, but Aretti's foie gras is truly unparalleled. The creamy texture and subtle sweetness perfectly balanced the rich flavors of the toasted brioche. I was blown away by the attention to detail and care in each course - this dish alone justifies a return visit.",5
"Aretti's risotto alla milanese is a game-changer - creamy, rich and indulgent without feeling heavy, paired with a glass of their house Pinot Grigio it was love at first bite.",5
"The foie gras was sublime, but it was the pasta dish with truffle and Parmesan that stole my heart - the perfect balance of earthy and nutty flavors had me swooning.",5
"A culinary pilgrimage to Italy, sans borders, at Aretti. The risotto alla milanese was a symphony of creamy Arborio, tender ossobuco, and rich Parmesan - a love letter to Nonna.",5
"I was excited to try Aretti, but unfortunately, the amuse-bouche was the highlight of my meal. The foie gras torchon lacked a deep richness and the pasta dishes were overcooked. Maybe I just caught them on an off night?",2
"I've never been one to swoon over food, but the wild mushroom risotto at Aretti had me weak in the knees. The earthy flavors and perfectly cooked Arborio rice stole the show, and the truffle shavings added an air of sophistication. Can't wait to return and try more.",5
"I was excited to try Aretti's take on risotto alla milanese, but unfortunately, the dish fell flat for me. The Arborio rice was overcooked and lacked the creamy texture I crave, while the ossobuco was tough and lacking in flavor. Maybe it was just an off night, but I won't be rushing back to find out.",2
"I was looking forward to trying Aretti's take on traditional Italian cuisine, but unfortunately, my experience fell flat. The pasta was overcooked and the sauce lacked depth, which was surprising given the restaurant's reputation. Maybe I just caught them on an off night, but for $50 a plate, I expect more.",2
"A perfect evening at Aretti! The burrata appetizer was creamy heaven, and the risotto mains were cooked to sublime perfection. But what truly stole the show was the service - our server's warm recommendations and attentive manner made us feel like we were dining with old friends.",4
"Here is one extremely short realistic product review:  I've never had risotto as creamy and divine as Aretti's, but the service was so slow I almost walked out.",1
"I never thought I'd find a dish that surpasses my nonna's cooking, but Aretti's hand-made pappardelle with wild boar ragù and truffle shaved Parmesan is it – the perfect blend of Italy's heartland flavors and France's sophistication. The wine pairing was equally impressive.",5
"I was blown away by the creativity of the amuse-bouche, a delicate foie gras mousse on toasted brioche, but the main course - pan-seared duck breast with cherry compote and wild rice - while flavorful, fell slightly short of expectations. Perhaps a tad too much salt? Still, Aretti's service was top-notch and the atmosphere was effortlessly chic.",3
"I was excited to try Aretti, but unfortunately, our server seemed overwhelmed and it took an eternity to get our order taken. The pasta dish I ordered, while visually stunning, lacked flavor and texture, feeling more like a bland, overcooked noodle than the creamy, handmade goodness I was expecting.",2
"I've never been one to splurge on fancy dinners, but Aretti's truffle risotto changed my mind. The creamy texture and subtle earthy flavor were sublime, and the service was warm and attentive without being overbearing. I'll definitely be back for more.",4
"I still can't get over the sublime pasta carbonara at Aretti - the guanciale was so tender and flavorful, it made me question every other rendition I've had before. The service was top-notch too; our server knew exactly when to disappear and reappear with a knowing smile.",4
"I was underwhelmed by the lack of creativity in the pasta dishes at Aretti. The carbonara, which I've had countless times elsewhere, felt like a generic rendition - no wow factor here.",2
"I left Aretti feeling like I'd died and gone to pasta heaven. The hand-rolled pappardelle with wild boar ragù was so tender, it practically melted in my mouth. And don't even get me started on the service - our server's passion for the wine list was infectious.",5
"I've had the pleasure of dining at many upscale establishments, but Aretti's risotto was truly transcendent - the creamy Arborio paired with tender wild mushrooms and a hint of truffle left me speechless.",5
"A perfect evening was had by my party of four, with each dish exceeding our expectations - particularly the pappardelle Bolognese, which was rich and satisfying. The service was attentive and knowledgeable.",5
"I've had the pleasure of dining at many top-tier restaurants, but Aretti's innovative takes on classic Italian dishes truly impressed me. The handmade pasta and rich sauces are exceptional, and the service is always attentive without being intrusive. The only reason I wouldn't give it five stars is that the wine list, while extensive, could benefit from a few more affordable options.",5
"I've never had the pleasure of dining at Aretti before, but after tonight's exquisite experience, I'm already planning my next visit. The seared foie gras was sublime, and the truffle risotto that followed was nothing short of heavenly. Chef's passion for his craft is palpable in every dish.",5
"I've never tasted more love and care in a single dish than the pappardelle Bolognese at Aretti. The tender noodles, rich sauce, and perfectly cooked beef all came together in a harmonious celebration of Italian tradition, transporting me to my nonna's kitchen.",5
"A bit of a letdown: I've had better pasta at my local trattoria, and Aretti's dishes felt overly complicated to justify the price tag. The service was attentive, but it couldn't make up for the lackluster food. Maybe stick to the apps and skip the entrees?",2
"A delightful surprise on the menu - the seared scallops with truffle risotto were cooked to perfection, but I was less impressed by the lackluster sommelier's wine pairing recommendations.",3
